Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,GPK,PK,PKatt,CrdY,CrdR,Gls1,Ast1,GA,GPK11,GAPK,xG,npxG,xA,npxGxA,xG11,xA11,xGxA,npxG11,npxGxA1,Sh,SoT,SoT1,Sh90,SoT90,GSh,GSoT,Dist,FK,npxGSh,GxG,npGxG,Cmp,Att,Cmp1,TotDist,PrgDist,Cmp11,Att11,Cmp111,Cmp12,Att12,Cmp112,Cmp13,Att13,Cmp113,AxA,KP,Third,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out11,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive11,PassDead11,Drib11,Sh11,Fld11,Def11,Tkl,TklW,Def3rd,Mid3rd,Att3rd,Tkl11,Tkl1,Past,Succ,Succ1,Def3rd11,Mid3rd11,Att3rd11,ShSv,Pass,TklInt,Clr,Err,Touches,DefPen,AttPen,Succ11,Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec1,Prog11,CrdY2,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won1,GA.1,GA90,SoTA,Saves,Save1,W,D,L,CS,CS1,PKA,PKsv,PKm,Save111,PSxG,PSxG1SoT,PSxG1,ps,Thr,Launch1,AvgLen,Launch111,AvgLen11,Opp,Stp,Stp1,OPA,OPA90,AvgDist
Chema,es ESP,MF,Getafe,La Liga,30,1992.0,1,1,45,0.5,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,1.0,0.0,0.0,2.0,0.0,0.0,,26.0,0,0.03,0.0,0.0,9,15,60.0,217.0,72.0,4.0,4,100.0,1.0,3,33.3,4.0,8.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,0.0,7.0,1.0,0,0,0.0,0.0,0.0,6.0,2.0,7.0,8.0,5.0,1.0,0.0,0.0,0,1.0,0,0.0,1.0,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.7,6.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,7.0,7.0,100.0,1.0,0,2,0,0,0,6,1,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rayan Cherki,fr FRA,FW,Lyon,Ligue 1,18,2003.0,16,3,440,4.9,0,1,0,0,0,1,0,0.0,0.2,0.2,0.0,0.2,0.7,0.7,0.7,1.4,0.14,0.14,0.28,0.14,0.28,14.0,3.0,21.4,2.86,0.61,0.0,0.0,21.5,0,0.05,-0.7,-0.7,197,258,76.4,3197.0,914.0,112.0,131,85.5,59.0,68,86.8,18.0,42.0,42.9,0.3,12.0,16.0,6.0,1.0,21.0,216.0,42.0,0.0,48.0,17.0,10,25,9.0,8.0,3.0,188.0,29.0,41.0,112.0,132.0,2.0,10.0,1.0,1,8.0,10,7.0,18.0,3.68,12.0,6.0,0.0,0,0.0,1.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,6.0,3,1.0,4.0,1.0,2.0,40.0,3.0,15.0,23.4,6.0,41.0,17.0,0.0,2.0,10.0,0.0,0.0,339.0,1.0,30.0,32.1,10.0,2.0,240.0,13.0,13.0,16.0,331.0,256.0,77.3,44.0,0,4,0,0,0,24,1,5,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denis Cheryshev,ru RUS,MF,Valencia,La Liga,31,1990.0,14,5,499,5.5,0,1,0,0,0,1,0,0.0,0.18,0.18,0.0,0.18,1.0,1.0,0.3,1.3,0.18,0.06,0.23,0.18,0.23,11.0,4.0,36.4,1.98,0.72,0.0,0.0,15.7,0,0.09,-1.0,-1.0,92,141,65.2,1652.0,483.0,42.0,57,73.7,38.0,53,71.7,9.0,21.0,42.9,0.7,3.0,6.0,3.0,1.0,11.0,125.0,16.0,0.0,26.0,5.0,15,6,1.0,1.0,0.0,82.0,32.0,27.0,103.0,18.0,11.0,4.0,3.0,0,6.0,10,8.0,14.0,2.53,9.0,2.0,0.0,1,2.0,3.0,0.54,1.0,0.0,0.0,0.0,1.0,1.0,9.0,5,5.0,1.0,3.0,4.0,40.0,6.0,23.0,25.0,17.0,44.0,31.0,0.0,9.0,20.0,10.0,0.0,221.0,9.0,20.0,45.5,6.0,4.0,121.0,3.0,10.0,5.0,168.0,112.0,66.7,20.0,0,15,1,0,0,43,2,13,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Chesters,eng ENG,MF,West_Ham,Premier League,20,2002.0,1,0,1,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,0,0,,0.0,0.0,0.0,0,,0.0,0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgio Chiellini,it ITA,DF,Juventus,Serie A,37,1984.0,17,14,1244,13.8,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.9,0.04,0.02,0.06,0.04,0.06,4.0,0.0,0.0,0.29,0.0,0.0,,10.6,0,0.15,-0.6,-0.6,727,857,84.8,16564.0,5393.0,166.0,186,89.2,385.0,428,90.0,164.0,225.0,72.9,-0.3,6.0,75.0,3.0,0.0,71.0,820.0,37.0,0.0,73.0,25.0,1,0,0.0,0.0,0.0,606.0,93.0,158.0,609.0,185.0,25.0,6.0,8.0,4,22.0,16,9.0,18.0,1.3,16.0,0.0,0.0,0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,18.0,10,10.0,8.0,0.0,6.0,54.5,5.0,37.0,38.5,60.0,29.0,7.0,0.0,8.0,34.0,64.0,0.0,996.0,133.0,7.0,66.7,2.0,0.0,589.0,1.0,7.0,0.0,697.0,686.0,98.4,4.0,0,16,0,0,0,124,45,22,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Federico Chiesa,it ITA,MF,Juventus,Serie A,24,1997.0,14,11,863,9.6,2,1,2,0,0,0,0,0.21,0.1,0.31,0.21,0.31,2.3,2.3,1.2,3.5,0.24,0.12,0.37,0.24,0.37,28.0,9.0,32.1,2.92,0.94,0.07,0.22,17.2,0,0.08,-0.3,-0.3,219,284,77.1,4221.0,1300.0,96.0,115,83.5,81.0,101,80.2,33.0,53.0,62.3,-0.2,17.0,13.0,12.0,6.0,29.0,252.0,32.0,0.0,55.0,19.0,23,17,8.0,4.0,1.0,181.0,53.0,50.0,43.0,218.0,7.0,12.0,2.0,3,6.0,13,9.0,40.0,4.17,23.0,2.0,5.0,4,2.0,7.0,0.73,3.0,0.0,2.0,1.0,1.0,0.0,23.0,17,8.0,9.0,6.0,7.0,33.3,14.0,44.0,30.6,44.0,52.0,48.0,0.0,12.0,31.0,6.0,0.0,434.0,8.0,50.0,63.6,23.0,2.0,305.0,11.0,17.0,27.0,390.0,276.0,70.8,50.0,0,12,1,0,0,65,3,12,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Chilwell,eng ENG,DF,Chelsea,Premier League,25,1996.0,6,6,540,6.0,3,1,3,0,0,0,0,0.5,0.17,0.67,0.5,0.67,1.2,1.2,0.9,2.1,0.19,0.15,0.35,0.19,0.35,13.0,6.0,46.2,2.17,1.0,0.23,0.5,17.9,0,0.09,1.8,1.8,264,343,77.0,4198.0,1147.0,133.0,146,91.1,109.0,131,83.2,16.0,47.0,34.0,0.1,10.0,7.0,6.0,1.0,13.0,265.0,78.0,0.0,53.0,5.0,10,25,16.0,2.0,1.0,220.0,48.0,75.0,235.0,51.0,10.0,43.0,1.0,1,2.0,7,15.0,21.0,3.5,11.0,7.0,1.0,0,1.0,1.0,0.17,0.0,1.0,0.0,0.0,0.0,0.0,10.0,5,3.0,6.0,1.0,0.0,0.0,5.0,31.0,33.7,34.0,36.0,22.0,0.0,10.0,16.0,15.0,1.0,421.0,9.0,28.0,40.0,3.0,0.0,240.0,5.0,11.0,3.0,295.0,256.0,86.8,30.0,0,10,0,1,0,42,8,11,42.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chiquinho,pt POR,MF,Wolverhampton_Wanderers,Premier League,22,2000.0,5,0,52,0.6,0,1,0,0,0,0,0,0.0,1.73,1.73,0.0,1.73,0.2,0.2,0.1,0.3,0.4,0.13,0.53,0.4,0.53,2.0,1.0,50.0,3.46,1.73,0.0,0.0,6.5,0,0.11,-0.2,-0.2,15,25,60.0,237.0,114.0,10.0,13,76.9,3.0,6,50.0,2.0,4.0,50.0,0.9,2.0,1.0,2.0,2.0,3.0,22.0,3.0,0.0,6.0,3.0,7,0,0.0,0.0,0.0,10.0,7.0,8.0,2.0,16.0,2.0,3.0,0.0,0,1.0,1,3.0,4.0,6.92,2.0,1.0,1.0,0,0.0,1.0,1.73,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2,2.0,1.0,0.0,3.0,100.0,0.0,7.0,35.0,5.0,9.0,6.0,0.0,2.0,3.0,1.0,0.0,43.0,1.0,5.0,50.0,2.0,0.0,27.0,1.0,3.0,5.0,41.0,28.0,68.3,8.0,0,8,0,0,0,6,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vlad Chiricheș,ro ROU,DF,Sassuolo,Serie A,32,1989.0,26,24,2075,23.1,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.8,0.03,0.0,0.04,0.03,0.04,8.0,2.0,25.0,0.35,0.09,0.0,0.0,11.9,0,0.1,-0.8,-0.8,1099,1200,91.6,22974.0,6310.0,372.0,396,93.9,510.0,548,93.1,202.0,232.0,87.1,-0.1,3.0,30.0,1.0,0.0,37.0,1145.0,55.0,0.0,98.0,47.0,0,0,0.0,0.0,0.0,995.0,91.0,114.0,99.0,1031.0,40.0,3.0,7.0,2,8.0,25,7.0,6.0,0.26,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,20,25.0,11.0,0.0,13.0,61.9,8.0,91.0,39.4,133.0,97.0,1.0,0.0,17.0,92.0,73.0,1.0,1409.0,226.0,8.0,57.1,4.0,1.0,900.0,0.0,10.0,9.0,944.0,924.0,97.9,0.0,0,31,0,3,0,201,43,49,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Chirivella,es ESP,MF,Nantes,Ligue 1,24,1997.0,30,30,2592,28.8,3,1,3,0,0,6,0,0.1,0.03,0.14,0.1,0.14,1.1,1.1,1.4,2.5,0.04,0.05,0.09,0.04,0.09,20.0,6.0,30.0,0.69,0.21,0.15,0.5,20.2,0,0.06,1.9,1.9,1431,1692,84.6,30134.0,7055.0,533.0,569,93.7,585.0,651,89.9,279.0,407.0,68.6,-0.4,25.0,196.0,18.0,3.0,149.0,1624.0,68.0,1.0,257.0,97.0,7,3,2.0,1.0,0.0,1239.0,143.0,310.0,175.0,1453.0,44.0,6.0,3.0,4,38.0,45,30.0,55.0,1.91,54.0,0.0,1.0,0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,48.0,27,12.0,26.0,10.0,17.0,27.9,44.0,130.0,25.4,127.0,289.0,96.0,1.0,25.0,90.0,10.0,0.0,1885.0,19.0,23.0,57.1,8.0,0.0,1225.0,1.0,12.0,10.0,1499.0,1393.0,92.9,52.0,0,25,0,0,0,259,13,13,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joris Chotard,fr FRA,MF,Montpellier,Ligue 1,20,2001.0,30,28,2473,27.5,0,1,0,0,0,4,0,0.0,0.04,0.04,0.0,0.04,0.6,0.6,0.7,1.3,0.02,0.02,0.05,0.02,0.05,14.0,3.0,21.4,0.51,0.11,0.0,0.0,19.7,0,0.04,-0.6,-0.6,911,1064,85.6,17743.0,4628.0,361.0,403,89.6,376.0,421,89.3,153.0,201.0,76.1,0.3,9.0,57.0,13.0,4.0,63.0,1035.0,29.0,1.0,101.0,29.0,13,1,0.0,1.0,0.0,781.0,137.0,146.0,162.0,827.0,48.0,1.0,10.0,3,15.0,18,22.0,26.0,0.95,21.0,0.0,0.0,2,3.0,3.0,0.11,1.0,0.0,0.0,0.0,1.0,1.0,49.0,31,29.0,16.0,4.0,25.0,40.3,37.0,86.0,25.5,143.0,150.0,44.0,0.0,16.0,125.0,56.0,0.0,1302.0,127.0,15.0,52.6,11.0,1.0,761.0,1.0,9.0,13.0,846.0,795.0,94.0,18.0,0,31,0,0,0,235,21,26,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamza Choudhury,eng ENG,DF,Leicester,Premier League,24,1997.0,6,4,285,3.2,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1.0,0.0,0.0,0.32,0.0,0.0,,12.8,0,0.02,0.0,0.0,129,158,81.6,2277.0,536.0,62.0,70,88.6,47.0,57,82.5,17.0,24.0,70.8,0.0,0.0,2.0,0.0,0.0,5.0,146.0,12.0,0.0,38.0,1.0,0,0,0.0,0.0,0.0,111.0,21.0,26.0,8.0,120.0,11.0,8.0,0.0,0,8.0,3,3.0,1.0,0.32,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2,3.0,5.0,0.0,2.0,40.0,3.0,6.0,14.3,15.0,24.0,3.0,0.0,5.0,24.0,12.0,0.0,207.0,18.0,1.0,33.3,2.0,0.0,111.0,0.0,2.0,3.0,134.0,122.0,91.0,0.0,0,6,0,0,0,24,14,1,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andreas Christensen,dk DEN,DF,Chelsea,Premier League,26,1996.0,17,15,1361,15.1,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.7,0.03,0.02,0.04,0.03,0.04,5.0,0.0,0.0,0.33,0.0,0.0,,19.6,0,0.08,-0.4,-0.4,1029,1128,91.2,20704.0,6022.0,346.0,368,94.0,512.0,548,93.4,160.0,193.0,82.9,-0.2,5.0,91.0,7.0,1.0,65.0,1084.0,44.0,1.0,134.0,19.0,1,0,0.0,0.0,0.0,929.0,83.0,116.0,68.0,976.0,39.0,14.0,4.0,0,9.0,16,7.0,8.0,0.53,7.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10,11.0,3.0,2.0,9.0,64.3,5.0,49.0,37.1,76.0,46.0,10.0,0.0,20.0,69.0,84.0,0.0,1297.0,150.0,4.0,100.0,6.0,0.0,856.0,0.0,2.0,0.0,912.0,898.0,98.5,2.0,0,12,0,0,0,156,58,37,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max Christiansen,de GER,MF,Greuther_Fuerth,Bundesliga,25,1996.0,25,20,1923,21.4,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,0.02,0.02,0.04,0.02,0.04,10.0,1.0,10.0,0.47,0.05,0.0,0.0,23.5,0,0.05,-0.5,-0.5,705,864,81.6,13585.0,3231.0,258.0,308,83.8,344.0,388,88.7,90.0,131.0,68.7,-0.4,11.0,47.0,4.0,0.0,62.0,838.0,26.0,0.0,190.0,15.0,0,1,1.0,0.0,0.0,592.0,117.0,155.0,41.0,729.0,57.0,2.0,2.0,2,11.0,28,21.0,24.0,1.12,22.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,28,25.0,24.0,6.0,15.0,37.5,25.0,133.0,34.5,146.0,201.0,38.0,1.0,51.0,132.0,61.0,0.0,1157.0,102.0,7.0,55.6,6.0,0.0,581.0,0.0,11.0,15.0,628.0,595.0,94.7,11.0,0,27,0,0,0,247,50,42,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carney Chukwuemeka,eng ENG,MF,Aston_Villa,Premier League,18,2004.0,9,1,194,2.2,0,1,0,0,0,0,0,0.0,0.46,0.46,0.0,0.46,0.5,0.5,1.0,1.5,0.22,0.46,0.67,0.22,0.67,3.0,1.0,33.3,1.39,0.46,0.0,0.0,16.7,0,0.16,-0.5,-0.5,59,75,78.7,914.0,122.0,29.0,36,80.6,26.0,29,89.7,3.0,3.0,100.0,0.0,2.0,1.0,0.0,0.0,2.0,75.0,0.0,0.0,10.0,0.0,0,0,0.0,0.0,0.0,64.0,6.0,5.0,6.0,64.0,2.0,0.0,0.0,0,0.0,7,3.0,3.0,1.39,3.0,0.0,0.0,0,0.0,1.0,0.46,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,2.0,0.0,2.0,40.0,3.0,13.0,24.5,15.0,29.0,9.0,0.0,2.0,5.0,1.0,0.0,101.0,1.0,11.0,28.6,4.0,0.0,83.0,4.0,6.0,3.0,107.0,74.0,69.2,10.0,0,1,0,0,0,19,5,10,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samuel Chukwueze,ng NGA,MF,Villarreal,La Liga,22,1999.0,22,8,990,11.0,2,3,2,0,0,3,0,0.18,0.27,0.45,0.18,0.45,3.7,3.7,3.9,7.5,0.34,0.35,0.69,0.34,0.69,25.0,4.0,16.0,2.27,0.36,0.08,0.5,15.6,0,0.15,-1.7,-1.7,267,362,73.8,4561.0,929.0,132.0,167,79.0,105.0,131,80.2,25.0,42.0,59.5,-0.9,22.0,6.0,20.0,2.0,30.0,358.0,4.0,4.0,75.0,6.0,24,1,0.0,0.0,0.0,280.0,34.0,48.0,326.0,21.0,6.0,1.0,0.0,3,5.0,18,19.0,39.0,3.55,31.0,0.0,5.0,1,0.0,5.0,0.45,3.0,0.0,0.0,2.0,0.0,0.0,9.0,5,4.0,5.0,0.0,5.0,62.5,3.0,38.0,31.7,36.0,40.0,44.0,0.0,3.0,20.0,2.0,0.0,532.0,0.0,84.0,51.1,49.0,5.0,458.0,29.0,29.0,29.0,541.0,423.0,78.2,74.0,0,9,0,0,0,61,9,17,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Víctor Chust,es ESP,DF,Cadiz,La Liga,22,2000.0,22,18,1660,18.4,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.04,0.0,0.04,0.04,0.04,8.0,2.0,25.0,0.43,0.11,0.0,0.0,9.2,0,0.09,-0.7,-0.7,611,710,86.1,13830.0,3931.0,168.0,185,90.8,296.0,317,93.4,136.0,192.0,70.8,0.0,0.0,32.0,1.0,0.0,24.0,675.0,35.0,0.0,72.0,40.0,2,0,0.0,0.0,0.0,525.0,61.0,124.0,131.0,525.0,34.0,5.0,4.0,0,13.0,10,3.0,7.0,0.38,6.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13,16.0,2.0,3.0,6.0,42.9,8.0,68.0,40.2,96.0,61.0,12.0,0.0,19.0,49.0,91.0,1.0,890.0,142.0,17.0,83.3,5.0,1.0,514.0,0.0,1.0,3.0,520.0,511.0,98.3,2.0,0,13,0,1,0,148,29,46,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riccardo Ciervo,it ITA,MF,Sampdoria,Serie A,20,2002.0,10,1,227,2.5,0,1,0,0,0,0,0,0.0,0.4,0.4,0.0,0.4,0.1,0.1,0.2,0.4,0.05,0.09,0.14,0.05,0.14,3.0,1.0,33.3,1.19,0.4,0.0,0.0,22.3,0,0.04,-0.1,-0.1,52,73,71.2,991.0,226.0,19.0,25,76.0,22.0,30,73.3,8.0,12.0,66.7,0.8,4.0,4.0,1.0,1.0,3.0,68.0,5.0,0.0,12.0,3.0,9,1,1.0,0.0,0.0,49.0,13.0,11.0,13.0,56.0,0.0,3.0,1.0,1,0.0,1,5.0,8.0,3.17,6.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5,3.0,3.0,1.0,1.0,20.0,4.0,10.0,23.3,11.0,20.0,12.0,0.0,2.0,12.0,2.0,0.0,95.0,2.0,8.0,66.7,2.0,0.0,65.0,2.0,2.0,3.0,82.0,59.0,72.0,12.0,0,3,0,0,0,14,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pathé Ciss,sn SEN,MF,Rayo_Vallecano,La Liga,28,1994.0,25,9,842,9.4,1,1,1,0,0,4,0,0.11,0.11,0.21,0.11,0.21,1.0,1.0,0.4,1.4,0.11,0.04,0.15,0.11,0.15,15.0,4.0,26.7,1.6,0.43,0.07,0.25,27.1,2,0.07,0.0,0.0,349,422,82.7,7168.0,1927.0,144.0,164,87.8,124.0,139,89.2,72.0,103.0,69.9,0.6,3.0,39.0,2.0,0.0,37.0,412.0,10.0,1.0,102.0,23.0,0,1,0.0,1.0,0.0,284.0,56.0,82.0,39.0,337.0,23.0,2.0,5.0,1,7.0,18,5.0,21.0,2.24,12.0,0.0,1.0,2,3.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,25.0,15,11.0,11.0,3.0,10.0,43.5,13.0,46.0,30.5,71.0,73.0,7.0,0.0,15.0,49.0,35.0,0.0,555.0,40.0,5.0,72.7,8.0,0.0,311.0,0.0,5.0,8.0,310.0,292.0,94.2,10.0,0,12,0,1,1,133,29,20,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moustapha Cissé,gn GUI,FW,Atalanta,Serie A,18,2003.0,2,0,34,0.4,1,0,1,0,0,0,0,2.65,0.0,2.65,2.65,2.65,0.5,0.5,0.0,0.5,1.35,0.0,1.35,1.35,1.35,3.0,1.0,33.3,7.94,2.65,0.33,1.0,10.1,0,0.17,0.5,0.5,5,9,55.6,55.0,1.0,3.0,4,75.0,1.0,3,33.3,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0,0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,0,0.0,2,1.0,1.0,2.65,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,5.0,38.5,0.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,3.0,100.0,1.0,0.0,11.0,0.0,3.0,2.0,23.0,16.0,69.6,5.0,0,2,0,0,0,2,5,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giorgio Cittadini,it ITA,DF,Atalanta,Serie A,20,2002.0,2,0,4,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0,,0.0,0.0,1,2,50.0,22.0,21.0,0.0,0,,1.0,2,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ciaran Clark,ie IRL,DF,Newcastle_United,Premier League,32,1989.0,13,12,1014,11.3,0,1,0,0,0,2,1,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.3,1.1,0.07,0.03,0.1,0.07,0.1,7.0,1.0,14.3,0.62,0.09,0.0,0.0,7.0,0,0.11,-0.8,-0.8,276,348,79.3,5333.0,1582.0,90.0,103,87.4,149.0,169,88.2,32.0,66.0,48.5,0.7,4.0,12.0,1.0,1.0,15.0,340.0,8.0,0.0,37.0,3.0,3,0,0.0,0.0,0.0,239.0,38.0,71.0,247.0,59.0,22.0,2.0,1.0,3,10.0,7,5.0,5.0,0.44,4.0,0.0,0.0,0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,17.0,13,9.0,6.0,2.0,9.0,60.0,6.0,27.0,35.5,53.0,19.0,4.0,0.0,4.0,32.0,50.0,0.0,449.0,78.0,22.0,75.0,3.0,0.0,249.0,0.0,4.0,0.0,265.0,251.0,94.7,4.0,0,6,0,1,0,86,34,15,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexis Claude-Maurice,fr FRA,MF,Nice,Ligue 1,23,1998.0,10,0,209,2.3,0,2,0,0,0,1,0,0.0,0.86,0.86,0.0,0.86,0.5,0.5,0.8,1.3,0.2,0.36,0.56,0.2,0.56,7.0,1.0,14.3,3.01,0.43,0.0,0.0,16.9,0,0.07,-0.5,-0.5,88,100,88.0,1412.0,288.0,51.0,55,92.7,25.0,29,86.2,8.0,11.0,72.7,1.2,8.0,4.0,3.0,1.0,6.0,91.0,9.0,0.0,7.0,4.0,3,5,2.0,3.0,0.0,72.0,17.0,11.0,11.0,80.0,4.0,3.0,2.0,0,0.0,1,2.0,12.0,5.17,9.0,3.0,0.0,0,0.0,2.0,0.86,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3,2.0,1.0,0.0,1.0,16.7,5.0,13.0,38.2,6.0,16.0,12.0,0.0,12.0,5.0,3.0,0.0,144.0,2.0,12.0,33.3,3.0,1.0,92.0,1.0,4.0,4.0,108.0,95.0,88.0,17.0,0,5,0,0,0,19,0,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Clauss,fr FRA,DF,Lens,Ligue 1,29,1992.0,31,29,2554,28.4,4,9,4,0,0,3,0,0.14,0.32,0.46,0.14,0.46,2.0,2.0,6.3,8.3,0.07,0.22,0.29,0.07,0.29,32.0,12.0,37.5,1.13,0.42,0.13,0.33,22.0,8,0.06,2.0,2.0,1050,1549,67.8,20303.0,9251.0,442.0,542,81.5,430.0,578,74.4,160.0,374.0,42.8,2.7,62.0,61.0,40.0,15.0,139.0,1117.0,432.0,3.0,144.0,75.0,106,145,46.0,72.0,4.0,760.0,368.0,421.0,165.0,1068.0,49.0,251.0,4.0,8,34.0,78,58.0,103.0,3.63,57.0,34.0,1.0,2,4.0,15.0,0.53,11.0,2.0,0.0,1.0,0.0,1.0,59.0,31,28.0,24.0,7.0,20.0,37.0,34.0,82.0,21.8,129.0,157.0,91.0,0.0,51.0,140.0,34.0,0.0,1844.0,55.0,54.0,49.0,27.0,2.0,899.0,12.0,27.0,14.0,1145.0,971.0,84.8,112.0,0,41,0,0,0,176,16,14,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
