Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%.1,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att.1,Thr,Launch%,AvgLen,Att.2,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Gls,Ast,G-PK,PK,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,Recov,Won,Lost,Won%
Julen Agirrezabala,es ESP,GK,Athletic Club,es La Liga,21,2000,4,4,360,4.0,5,1.25,20,15,75.0,1,2,1,1,25.0,0,0,0,0,,0,0,0,4.6,0.25,-0.4,-0.10,10,31,32.3,56,10,37.5,36.8,26,38.5,38.3,35,2,5.7,5,1.25,17.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,15,0,0,
Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,19,2002,10,10,900,10.0,13,1.30,27,14,55.6,4,1,5,2,20.0,2,1,1,0,50.0,0,1,0,10.2,0.33,-2.8,-0.28,51,137,37.2,269,43,31.6,33.8,61,85.2,57.6,96,4,4.2,13,1.30,15.3,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,55,0,0,
Alisson,br BRA,GK,Liverpool,eng Premier League,29,1992,30,30,2700,30.0,20,0.67,80,60,75.0,22,6,2,18,60.0,0,0,0,0,,0,3,1,23.4,0.30,+4.4,+0.15,142,279,50.9,1013,164,21.0,29.6,145,45.5,39.8,188,17,9.0,48,1.60,17.6,0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01,0,0,5,0,0,0,0,0,0,190,0,0,
Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,29,1993,1,1,90,1.0,1,1.00,3,2,66.7,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.2,0.39,+0.2,+0.17,8,28,28.6,27,3,66.7,49.7,14,71.4,53.2,13,1,7.7,0,0.00,7.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,2,0,0,
Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,27,1994,4,4,360,4.0,2,0.50,13,11,84.6,2,1,1,2,50.0,0,0,0,0,,0,1,0,3.3,0.26,+1.3,+0.34,16,39,41.0,118,28,28.0,30.8,21,28.6,30.2,31,1,3.2,5,1.25,16.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,16,0,0,
Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,1989,5,5,450,5.0,7,1.40,23,17,73.9,2,2,1,0,0.0,1,1,0,0,0.0,0,0,0,7.4,0.28,+0.4,+0.08,25,61,41.0,141,30,29.8,32.9,50,38.0,39.0,61,4,6.6,6,1.20,14.2,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,30,0,0,
Emil Audero,it ITA,GK,Sampdoria,it Serie A,25,1997,25,25,2205,24.5,43,1.76,106,65,60.4,6,5,14,4,16.0,1,1,0,0,0.0,1,5,1,35.0,0.33,-6.0,-0.25,177,403,43.9,621,89,46.2,39.5,169,68.6,49.3,217,18,8.3,9,0.38,13.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.02,0.02,0.00,0.02,0,0,6,0,0,0,0,0,0,86,0,0,
Daniel Bachmann,at AUT,GK,Watford,eng Premier League,27,1994,11,11,990,11.0,26,2.36,61,39,62.3,1,0,10,0,0.0,3,3,0,0,0.0,1,4,2,21.4,0.31,-2.6,-0.23,80,206,38.8,248,40,60.9,47.1,80,68.8,51.5,101,3,3.0,8,0.73,13.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,0,0,0,1,51,0,0,
Édgar Badía,es ESP,GK,Elche,es La Liga,30,1992,21,21,1890,21.0,29,1.38,93,69,75.3,8,4,9,5,23.8,8,6,1,1,14.3,0,6,0,34.2,0.30,+5.2,+0.25,192,422,45.5,544,80,52.0,40.0,189,73.5,51.5,237,18,7.6,20,0.95,16.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,1,0,0,0,122,0,0,
Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,20,2001,7,4,510,5.7,13,2.29,27,16,59.3,0,1,3,0,0.0,2,2,0,0,0.0,1,0,0,13.4,0.43,+0.4,+0.07,33,86,38.4,141,39,39.7,34.7,44,68.2,50.2,53,1,1.9,9,1.59,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,45,0,0,
Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,31,1990,30,30,2700,30.0,44,1.47,132,90,67.4,12,7,11,8,26.7,3,1,1,1,50.0,0,8,1,42.5,0.34,+1.5,+0.05,150,407,36.9,1181,153,30.1,32.3,185,27.6,30.0,241,21,8.7,40,1.38,15.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,0,0,0,0,0,199,0,0,
Asmir Begović,ba BIH,GK,Everton,eng Premier League,34,1987,2,2,180,2.0,3,1.50,9,7,66.7,1,0,1,1,50.0,0,0,0,0,,0,0,1,2.4,0.26,+0.4,+0.18,13,47,27.7,32,3,87.5,57.3,23,82.6,58.5,12,1,8.3,0,0.00,14.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,7,0,0,
Vid Belec,si SVN,GK,Salernitana,it Serie A,31,1990,21,20,1821,20.2,45,2.22,119,78,64.7,3,2,15,1,5.0,4,3,0,1,0.0,0,6,2,34.9,0.27,-8.1,-0.40,146,340,42.9,376,70,56.6,44.8,170,74.7,53.6,201,10,5.0,6,0.30,12.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,77,0,0,
Walter Benítez,ar ARG,GK,Nice,fr Ligue 1,29,1993,32,32,2880,32.0,28,0.87,119,95,79.8,16,7,9,12,37.5,5,4,1,0,20.0,1,1,0,33.2,0.25,+5.2,+0.16,153,382,40.1,666,131,36.6,34.2,230,60.0,46.1,283,12,4.2,20,0.63,14.1,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,6,0,0,0,0,0,0,142,0,0,
Etrit Berisha,al ALB,GK,Torino,it Serie A,33,1989,6,6,540,6.0,3,0.50,21,17,85.7,1,4,1,3,50.0,0,0,0,0,,0,0,0,5.4,0.26,+2.4,+0.41,29,125,23.2,139,22,58.3,46.3,51,86.3,60.9,58,6,10.3,4,0.67,14.6,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,33,0,0,
Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25,1997,13,13,1170,13.0,19,1.46,43,27,62.8,4,5,4,4,30.8,3,3,0,0,0.0,2,6,0,14.1,0.27,-4.9,-0.37,55,122,45.1,239,82,32.6,35.2,98,44.9,40.5,134,17,12.7,7,0.54,14.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,60,0,0,
Paul Bernardoni,fr FRA,GK,Saint-Étienne,fr Ligue 1,25,1997,15,15,1350,15.0,24,1.60,68,45,70.6,5,4,6,3,20.0,4,4,0,0,0.0,0,5,1,21.7,0.30,-1.3,-0.09,65,224,29.0,316,88,51.6,40.0,88,69.3,49.5,95,11,11.6,23,1.64,16.2,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,0,0,0,0,0,90,0,0,
Dimitry Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,23,1998,8,6,563,6.3,12,1.92,38,27,68.4,2,2,2,2,33.3,0,0,0,0,,1,1,1,11.2,0.29,+0.2,+0.03,47,110,42.7,156,38,47.4,38.5,60,60.0,46.5,62,9,14.5,1,0.16,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,26,0,0,
Marco Bizot,nl NED,GK,Brest,fr Ligue 1,31,1991,33,33,2970,33.0,48,1.45,142,98,68.3,11,9,13,5,15.2,3,3,0,0,0.0,0,9,2,38.9,0.26,-7.1,-0.22,275,577,47.7,749,166,48.6,41.1,284,75.0,55.7,265,21,7.9,19,0.58,14.5,0,1,0,0,1,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.3,0.3,0.00,0.01,0.01,0.00,0.01,0,0,3,0,0,1,0,0,0,187,0,0,
Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,31,1991,27,27,2430,27.0,21,0.78,83,63,77.1,14,9,4,12,44.4,4,2,1,1,33.3,1,5,0,24.2,0.26,+3.2,+0.12,165,386,42.7,751,90,35.3,36.0,205,59.0,46.8,212,18,8.5,15,0.56,14.5,0,2,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.6,0.6,0.00,0.02,0.02,0.00,0.02,0,0,2,0,0,0,0,0,0,103,0,1,0.0
Claudio Bravo,cl CHI,GK,Betis,es La Liga,39,1983,15,15,1350,15.0,19,1.27,53,37,66.0,8,3,4,4,26.7,1,1,0,0,0.0,0,1,2,19.4,0.35,+2.4,+0.16,101,264,38.3,371,41,54.7,44.7,91,67.0,51.9,154,3,1.9,8,0.53,13.4,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,0,1,1,0,0,0,0,0,1,61,1,0,100.0
Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,27,1995,4,4,360,4.0,7,1.75,24,17,70.8,0,2,2,0,0.0,0,0,0,0,,0,3,0,6.9,0.29,-0.1,-0.01,12,24,50.0,90,22,23.3,28.7,37,8.1,19.9,38,1,2.6,4,1.00,16.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,21,0,0,
Sascha Burchert,de GER,GK,Greuther Fürth,de Bundesliga,32,1989,13,13,1170,13.0,26,2.00,67,43,64.2,2,4,7,3,23.1,2,2,0,0,0.0,1,4,2,21.3,0.31,-2.7,-0.21,121,316,38.3,395,42,57.0,45.4,111,82.0,57.3,134,7,5.2,17,1.31,16.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,0,0,1,0,0,0,0,0,0,77,0,0,
Jack Butland,eng ENG,GK,Crystal Palace,eng Premier League,29,1993,6,5,495,5.5,9,1.64,16,9,43.8,1,3,1,0,0.0,1,0,1,0,100.0,1,1,2,6.9,0.38,-0.1,-0.02,21,73,28.8,144,23,36.1,33.1,44,47.7,40.0,57,3,5.3,2,0.36,12.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,18,0,0,
Marcin Bułka,pl POL,GK,Nice,fr Ligue 1,22,1999,1,1,90,1.0,1,1.00,5,4,80.0,0,0,1,0,0.0,0,0,0,0,,0,0,0,1.5,0.29,+0.5,+0.47,3,4,75.0,16,6,12.5,20.4,7,28.6,25.9,10,0,0.0,0,0.00,18.5,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,3,0,0,
Willy Caballero,ar ARG,GK,Southampton,eng Premier League,40,1981,2,2,180,2.0,5,2.50,11,6,54.5,0,1,1,0,0.0,0,0,0,0,,0,1,0,4.3,0.40,-0.7,-0.36,20,39,51.3,46,0,58.7,42.1,13,92.3,59.1,21,1,4.8,4,2.00,21.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,6,0,0,
Marc-Aurèle Caillard,fr FRA,GK,Metz,fr Ligue 1,27,1994,14,13,1173,13.0,21,1.61,58,38,67.2,2,4,7,4,30.8,2,2,0,0,0.0,0,7,0,21.6,0.35,+0.6,+0.04,85,217,39.2,225,66,50.2,42.6,118,88.1,61.0,108,3,2.8,6,0.46,13.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,5,0,0,0,0,0,0,58,0,0,
Cárdenas,es ESP,GK,Levante,es La Liga,25,1997,20,20,1800,20.0,36,1.80,86,52,61.6,4,5,11,5,25.0,3,3,0,0,0.0,1,5,0,30.8,0.33,-5.2,-0.26,97,271,35.8,446,74,45.5,39.8,160,42.5,37.5,198,11,5.6,12,0.60,13.7,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,90,0,0,
Kiko Casilla,es ESP,GK,Elche,es La Liga,35,1986,12,12,1080,12.0,15,1.25,54,39,72.2,2,4,6,3,25.0,0,0,0,0,,0,1,0,13.7,0.25,-1.3,-0.11,79,218,36.2,288,62,52.1,41.7,119,57.1,44.2,121,7,5.8,10,0.83,15.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,0,0,1,0,0,0,0,0,0,67,0,0,
Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,26,26,2340,26.0,37,1.42,99,65,65.7,11,4,11,10,38.5,6,3,2,1,40.0,0,3,0,37.1,0.34,+0.1,0.00,187,386,48.4,800,121,36.9,35.1,179,50.8,43.3,221,15,6.8,21,0.81,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,133,0,0,
Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,27,1995,12,12,1080,12.0,12,1.00,45,34,75.6,4,5,3,7,58.3,2,1,1,0,50.0,0,3,1,9.8,0.21,-1.2,-0.10,45,131,34.4,221,55,39.4,35.2,84,52.4,43.7,91,7,7.7,9,0.75,15.7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,4,0,0,0,0,0,0,47,0,0,
Jasper Cillessen,nl NED,GK,Valencia,es La Liga,33,1989,16,16,1367,15.2,28,1.84,68,45,66.2,4,7,5,3,18.8,6,5,1,0,16.7,0,4,2,29.0,0.37,+3.0,+0.20,111,255,43.5,330,64,55.5,45.9,96,75.0,57.4,118,9,7.6,7,0.46,15.1,0,1,0,0,1,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,68,0,0,
Diego Conde,es ESP,GK,Getafe,es La Liga,23,1998,1,0,6,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,0,0,0,0.0,,0.0,0.00,0,6,0.0,4,0,100.0,65.3,2,100.0,68.5,2,0,0.0,0,0.00,,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,
Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,32,32,2880,32.0,50,1.56,129,85,66.7,12,10,10,3,9.4,8,7,1,0,12.5,0,6,1,50.8,0.34,+1.8,+0.05,237,492,48.2,1057,142,38.5,35.1,225,37.8,31.9,290,18,6.2,18,0.56,12.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,2,6,0,0,0,0,0,2,149,0,0,
Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,22,22,1980,22.0,52,2.36,113,66,58.4,3,8,11,0,0.0,5,5,0,0,0.0,1,6,0,40.8,0.32,-11.2,-0.51,187,422,44.3,615,70,47.8,39.8,182,70.3,52.0,168,13,7.7,22,1.00,16.7,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,5,0,0,0,0,0,0,112,0,0,
Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,33,33,2970,33.0,29,0.88,107,79,74.8,24,6,3,13,39.4,3,2,1,0,33.3,1,2,0,32.8,0.28,+3.8,+0.11,103,291,35.4,853,172,24.5,31.8,183,44.8,40.6,289,26,9.0,21,0.64,14.4,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,0,0,0,1,126,0,0,
Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,30,30,2700,30.0,56,1.87,151,98,66.2,6,8,16,1,3.3,7,5,2,0,28.6,4,10,1,54.9,0.34,-0.1,0.00,286,658,43.5,773,95,59.5,43.7,274,72.3,50.5,247,18,7.3,16,0.53,15.0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,7,0,0,0,1,0,1,127,0,0,
Karl Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,31,1990,8,8,720,8.0,15,1.87,37,25,64.9,0,5,3,0,0.0,2,2,0,0,0.0,0,1,1,10.6,0.24,-3.4,-0.42,75,172,43.6,189,29,64.6,49.8,64,78.1,59.8,69,8,11.6,4,0.50,14.9,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,2,0,0,0,0,0,1,31,0,0,
Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,28,1994,15,15,1304,14.5,33,2.28,64,35,53.1,3,5,7,3,20.0,3,3,0,0,0.0,0,4,1,23.9,0.34,-8.1,-0.56,39,146,26.7,302,53,31.8,33.8,112,44.6,36.8,87,3,3.4,5,0.35,12.3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,3,0,0,0,0,0,0,61,0,0,
Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1,1,90,1.0,1,1.00,2,1,50.0,0,1,0,0,0.0,0,0,0,0,,0,0,0,0.3,0.15,-0.7,-0.70,5,10,50.0,30,2,26.7,31.9,3,66.7,50.3,12,1,8.3,1,1.00,25.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,2,0,0,
Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,26,25,2322,25.8,29,1.12,91,69,75.8,10,6,9,7,28.0,9,7,2,0,22.2,0,4,1,32.1,0.27,+4.1,+0.16,178,501,35.5,593,122,59.9,47.4,187,78.1,58.3,201,19,9.5,13,0.50,12.9,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,7,0,0,0,0,0,0,136,0,0,
Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,33,33,2970,33.0,37,1.12,113,81,70.8,10,9,14,12,36.4,8,4,4,0,50.0,0,1,1,41.4,0.31,+5.4,+0.16,304,726,41.9,1032,121,53.5,43.7,241,72.2,54.6,247,38,15.4,30,0.91,15.6,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,176,0,0,
Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,24,1998,19,18,1666,18.5,28,1.51,74,49,64.9,5,3,10,5,27.8,2,2,0,0,0.0,0,5,2,21.8,0.28,-4.2,-0.22,100,284,35.2,456,79,44.7,37.9,123,65.0,45.7,152,12,7.9,14,0.76,14.5,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,4,0,0,0,0,0,1,108,0,0,
Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,5,5,450,5.0,5,1.00,17,12,70.6,3,2,0,3,60.0,0,0,0,0,,0,0,0,5.2,0.31,+0.2,+0.05,16,43,37.2,150,22,22.7,30.4,24,37.5,39.7,40,3,7.5,9,1.80,19.0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,25,0,0,
Jaume Doménech,es ESP,GK,Valencia,es La Liga,31,1990,3,2,253,2.8,4,1.42,8,5,50.0,1,0,1,0,0.0,0,0,0,0,,0,1,1,3.9,0.49,+0.9,+0.32,31,62,50.0,59,7,69.5,46.6,27,77.8,53.0,32,3,9.4,1,0.36,11.0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,16,0,0,
Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23,1999,15,15,1350,15.0,14,0.93,55,41,76.4,12,1,2,4,26.7,1,1,0,0,0.0,0,3,0,16.5,0.29,+2.5,+0.17,32,56,57.1,318,92,13.5,23.7,81,16.0,21.6,96,5,5.2,20,1.33,17.5,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,2,0,0,0,0,0,0,59,0,0,
Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,24,1997,7,7,556,6.2,8,1.29,23,16,69.6,3,0,4,2,28.6,2,1,1,0,50.0,0,1,0,8.3,0.28,+0.3,+0.05,53,119,44.5,305,23,33.1,33.9,39,46.2,43.6,31,5,16.1,13,2.10,17.7,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,28,0,0,
Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,33,1989,11,11,990,11.0,14,1.27,37,24,64.9,5,2,4,6,54.5,1,1,0,0,0.0,0,0,0,11.6,0.29,-2.4,-0.22,65,184,35.3,212,27,49.5,41.4,98,80.6,53.9,108,4,3.7,2,0.18,12.8,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,42,0,0,
Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33,1989,22,22,1980,22.0,28,1.27,80,52,66.3,11,4,7,7,31.8,1,1,0,0,0.0,0,5,1,30.3,0.38,+3.3,+0.16,183,408,44.9,471,65,50.5,41.6,187,90.9,63.0,177,13,7.3,6,0.29,12.1,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,5,0,0,0,0,0,0,84,0,0,
Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,32,32,2880,32.0,21,0.66,72,50,72.2,24,5,3,18,56.3,1,1,0,0,0.0,0,1,0,19.0,0.26,-1.0,-0.03,129,226,57.1,834,132,23.7,29.8,117,23.9,31.4,148,14,9.5,27,0.87,16.5,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,0,1,7,0,0,0,0,0,1,107,0,0,
Aarón Escandell,es ESP,GK,Granada,es La Liga,26,1995,4,3,284,3.2,6,1.90,14,10,71.4,0,2,1,1,33.3,2,2,0,0,0.0,0,0,0,4.2,0.19,-1.8,-0.58,39,89,43.8,88,13,68.2,48.1,37,78.4,54.3,26,2,7.7,7,2.22,14.5,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,24,0,0,
Michael Esser,de GER,GK,Bochum,de Bundesliga,34,1987,2,2,180,2.0,4,2.00,8,5,62.5,2,0,0,0,0.0,1,1,0,0,0.0,0,1,0,3.5,0.32,-0.5,-0.24,15,56,26.8,64,6,57.8,42.7,26,73.1,48.6,23,0,0.0,0,0.00,9.1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,13,0,0,
Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,32,32,2880,32.0,42,1.31,129,85,69.0,15,7,10,7,21.9,4,2,1,1,33.3,1,7,1,42.0,0.31,+1.0,+0.03,211,512,41.2,604,120,56.8,44.4,231,73.2,54.0,293,11,3.8,6,0.19,11.8,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,1,5,0,0,0,0,0,1,116,0,0,
Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,27,1995,10,9,855,9.5,14,1.47,53,41,75.5,2,1,6,2,22.2,1,1,0,0,0.0,0,0,1,15.7,0.28,+2.7,+0.29,65,168,38.7,284,44,40.5,36.7,74,71.6,49.1,108,9,8.3,1,0.11,11.9,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0,0,1,0,0,0,0,0,0,48,0,0,
