Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,01-Mar,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%
Fabien Lemoine,fr FRA,MF,Lorient,Ligue 1,35,1987,15,10,860,9.6,0,1,0,0,0,3,0,0,0.1,0.1,0,0.1,0.1,0.1,0.8,0.9,0.01,0.08,0.09,0.01,0.09,Matches,1,0,0,0.1,0,0,,7.2,0,0.06,-0.1,-0.1,584,664,88,11129,2749,216,242,89.3,272,292,93.2,79,105,75.2,0.2,6,37,3,1,43,645,19,1,116,19,3,1,0,1,0,484,83,97,65,564,22,3,3,0,9,21,5,12,1.26,11,1,0,0,0,1,0.1,1,0,0,0,0,0,33,24,16,14,3,12,32.4,25,73,30.4,106,111,23,0,12,48,17,0,754,32,5,58.3,8,0,494,0,8,5,569,529,93,5,0,18,0,0,0,117,8,7,53.3
Tim Lemperle,de GER,FW,Köln,Bundesliga,20,2002,10,0,112,1.2,2,0,2,0,0,0,0,1.61,0,1.61,1.61,1.61,1.3,1.3,0.3,1.6,1.03,0.27,1.3,1.03,1.3,Matches,6,3,50,4.82,2.41,0.33,0.67,10.1,0,0.22,0.7,0.7,33,49,67.3,432,97,23,32,71.9,8,13,61.5,1,2,50,-0.3,4,4,1,0,4,46,3,0,9,0,1,0,0,0,0,32,12,5,5,33,6,2,0,0,3,5,0,8,6.43,6,0,0,0,1,0,0,0,0,0,0,0,0,4,3,1,2,1,1,100,0,15,35.7,5,18,19,0,0,5,0,0,71,1,14,57.1,4,0,42,5,2,4,75,45,60,15,0,3,0,0,0,13,4,8,33.3
Ruben Lendinez,es ESP,DF,Valencia,La Liga,19,2003,4,1,137,1.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches,1,0,0,0.66,0,0,,11,0,0.02,0,0,41,51,80.4,890,311,12,14,85.7,21,23,91.3,8,14,57.1,0,0,7,0,0,6,47,4,0,3,2,0,0,0,0,0,34,3,14,4,40,4,3,0,0,3,0,0,2,1.31,1,0,0,0,0,1,0.66,1,0,0,0,0,0,6,5,5,1,0,2,33.3,4,7,26.9,15,8,3,0,1,16,7,0,71,6,3,100,1,0,35,0,0,0,37,37,100,0,0,3,0,0,0,6,2,0,100
Clément Lenglet,fr FRA,DF,Barcelona,La Liga,26,1995,15,5,567,6.3,0,1,0,0,0,3,0,0,0.16,0.16,0,0.16,0,0,0.6,0.6,0.01,0.09,0.1,0.01,0.1,Matches,1,1,100,0.16,0.16,0,0,12,0,0.04,0,0,451,494,91.3,9213,3033,146,155,94.2,233,239,97.5,68,89,76.4,0.4,2,38,2,0,43,480,14,1,48,13,0,0,0,0,0,409,34,51,409,50,19,4,0,0,3,13,5,5,0.79,5,0,0,0,0,2,0.32,2,0,0,0,0,0,12,9,8,4,0,3,60,2,37,41.6,40,45,4,0,6,22,11,0,539,57,2,50,1,0,389,0,1,0,412,407,98.8,1,0,17,0,1,0,68,14,18,43.8
Aaron Lennon,eng ENG,MF,Burnley,Premier League,35,1987,21,15,1310,14.6,2,0,2,0,0,2,0,0.14,0,0.14,0.14,0.14,0.6,0.6,0.4,1.1,0.04,0.03,0.07,0.04,0.07,Matches,7,2,28.6,0.48,0.14,0.29,1,22.7,0,0.09,1.4,1.4,212,315,67.3,3175,724,131,159,82.4,62,91,68.1,15,38,39.5,-0.4,8,8,4,2,14,310,5,0,53,7,28,0,0,0,0,199,51,65,25,265,14,3,0,3,6,12,24,27,1.85,16,0,5,6,0,5,0.34,1,0,2,0,2,0,35,17,11,15,9,9,23.7,29,76,24.1,89,125,101,0,23,44,10,0,461,18,37,38.7,15,1,298,13,16,14,396,284,71.7,42,0,23,0,1,0,73,10,18,35.7
Bernd Leno,de GER,GK,Arsenal,Premier League,30,1992,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,72,111,64.9,2043,1251,20,20,100,24,24,100,26,65,40,0,0,1,0,0,0,68,43,0,10,0,0,0,0,0,0,47,4,60,8,89,0,0,13,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,125,105,0,,0,0,56,0,0,0,47,47,100,0,0,0,0,0,0,16,0,0,
Christopher Lenz,de GER,DF,Eint Frankfurt,Bundesliga,27,1994,13,6,633,7,0,1,0,0,0,6,0,0,0.14,0.14,0,0.14,0.1,0.1,0.9,1,0.02,0.12,0.14,0.02,0.14,Matches,5,0,0,0.71,0,0,,25.5,0,0.02,-0.1,-0.1,353,491,71.9,6785,2791,149,177,84.2,147,199,73.9,53,98,54.1,0.1,12,21,4,1,38,369,122,0,58,11,16,21,10,6,2,275,89,127,309,76,9,89,0,0,11,23,19,19,2.7,11,8,0,0,0,1,0.14,0,1,0,0,0,0,28,12,18,7,3,8,44.4,10,40,36,51,35,25,0,8,42,31,0,600,29,10,50,2,0,288,1,10,8,337,310,92,19,0,16,0,0,0,78,16,12,57.1
Léo Leroy,fr FRA,MF,Montpellier,Ligue 1,22,2000,19,4,380,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.05,0.02,0.07,0.05,0.07,Matches,6,2,33.3,1.42,0.47,0,0,24.8,0,0.03,-0.2,-0.2,146,178,82,2748,666,62,76,81.6,58,65,89.2,22,25,88,-0.1,2,8,3,0,12,177,1,1,31,6,1,0,0,0,0,138,20,20,18,147,9,0,0,0,5,7,6,3,0.71,3,0,0,0,0,0,0,0,0,0,0,0,0,19,11,11,7,1,5,26.3,14,29,21.2,45,68,24,0,6,24,4,0,242,13,5,58.3,9,0,159,1,6,11,179,159,88.8,7,0,14,0,0,0,42,7,5,58.3
Robert Lewandowski,pl POL,FW,Bayern Munich,Bundesliga,33,1988,30,30,2587,28.7,32,2,27,5,5,2,0,1.11,0.07,1.18,0.94,1.01,29.1,25.3,5.4,30.7,1.01,0.19,1.2,0.88,1.07,Matches,138,68,49.3,4.8,2.37,0.2,0.4,12.7,3,0.18,2.9,1.7,521,676,77.1,7405,1538,329,399,82.5,140,176,79.5,29,49,59.2,-3.4,37,39,27,3,50,652,24,4,179,8,27,0,0,0,0,501,97,78,92,515,26,1,10,1,11,32,31,94,3.27,60,1,11,9,2,14,0.49,9,0,1,3,1,0,10,7,1,4,5,3,30,7,92,33.1,9,85,184,0,18,18,7,0,1045,13,241,52.6,33,5,727,24,72,46,1299,819,63,267,0,21,1,0,0,127,60,65,48
Jamie Leweling,de GER,FW,Greuther Fürth,Bundesliga,21,2001,30,20,1757,19.5,5,1,5,0,0,3,0,0.26,0.05,0.31,0.26,0.31,4,4,1.6,5.6,0.2,0.08,0.29,0.2,0.29,Matches,41,14,34.1,2.1,0.72,0.12,0.36,16.9,0,0.1,1,1,233,353,66,3766,828,127,163,77.9,74,106,69.8,22,50,44,-0.6,15,12,10,3,24,326,27,3,104,10,37,0,0,0,0,244,58,51,65,250,16,7,4,1,11,19,24,39,2,21,1,4,7,3,2,0.1,1,0,0,0,1,0,15,8,1,11,3,5,31.3,11,94,26.9,44,151,154,0,18,33,8,0,675,9,76,51.3,42,6,531,28,74,79,794,473,59.6,109,0,14,1,0,0,101,18,73,19.8
Jamal Lewis,nir NIR,DF,Newcastle Utd,Premier League,24,1998,5,4,262,2.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches,0,0,,0,0,,,,0,,0,0,81,103,78.6,1454,521,35,39,89.7,31,38,81.6,13,22,59.1,0,1,4,0,0,4,80,23,0,14,0,3,0,0,0,0,56,23,24,64,10,6,22,0,0,4,4,2,2,0.69,2,0,0,0,0,1,0.34,1,0,0,0,0,0,11,6,7,2,2,3,75,1,14,33.3,25,8,9,0,3,17,6,0,138,10,1,0,0,0,74,1,1,8,73,64,87.7,2,0,2,0,0,0,23,2,6,25
Luca Lezzerini,it ITA,GK,Venezia,Serie A,27,1995,6,6,495,5.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,155,197,78.7,4340,2405,27,27,100,67,67,100,58,100,58,0,1,0,0,0,0,133,64,0,11,0,0,0,0,0,0,114,9,74,13,138,0,0,39,0,2,2,0,1,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,1,0,0,0,210,194,0,,0,0,94,0,0,0,80,80,100,0,0,0,0,0,0,32,0,0,
Ben Lhassine Kone,ci CIV,MF,Torino,Serie A,22,2000,1,0,81,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.09,0.09,0,0.09,Matches,0,0,,0,0,,,,0,,0,0,30,36,83.3,637,123,11,11,100,14,19,73.7,5,5,100,-0.1,2,1,0,0,3,36,0,0,11,2,0,0,0,0,0,30,1,5,34,0,1,0,0,0,2,0,1,2,2.22,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,0,1,100,0,7,26.9,12,12,2,0,0,4,2,0,43,2,0,,0,0,24,0,1,0,25,25,100,0,0,2,0,1,0,9,1,0,100
Yanis Lhery,fr FRA,FW,Saint-Étienne,Ligue 1,18,2003,5,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.39,0,0.39,0.39,0.39,Matches,3,1,33.3,3.75,1.25,0,0,13.2,0,0.11,-0.3,-0.3,11,15,73.3,106,19,9,10,90,0,1,0,0,1,0,0,0,0,0,0,0,14,1,0,5,0,0,0,0,0,0,11,2,2,4,9,0,0,0,0,0,0,1,1,1.25,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,,0,7,29.2,3,14,7,0,3,3,0,0,26,0,4,100,1,0,12,1,1,1,27,12,44.4,4,0,1,0,0,0,6,2,4,33.3
Dimitri Liénard,fr FRA,DF,Strasbourg,Ligue 1,34,1988,29,19,1757,19.5,2,2,2,0,0,5,0,0.1,0.1,0.2,0.1,0.2,1.4,1.4,3.1,4.5,0.07,0.16,0.23,0.07,0.23,Matches,22,3,13.6,1.13,0.15,0.09,0.67,19.6,4,0.06,0.6,0.6,917,1265,72.5,18888,6257,372,420,88.6,377,453,83.2,154,344,44.8,-1.1,38,74,38,24,94,1009,256,0,140,87,104,53,4,41,3,599,257,409,884,165,35,164,3,1,32,42,40,57,2.92,31,20,0,2,1,6,0.31,4,0,0,1,1,0,56,29,32,13,11,32,48.5,34,76,25.3,128,108,64,0,31,87,22,0,1448,50,26,76.9,11,0,860,3,24,13,960,861,89.7,73,0,29,1,0,0,192,19,23,45.2
Philipp Lienhart,at AUT,DF,Freiburg,Bundesliga,25,1996,28,28,2510,27.9,4,0,4,0,0,2,0,0.14,0,0.14,0.14,0.14,2,2,0,2.1,0.07,0,0.07,0.07,0.07,Matches,14,6,42.9,0.5,0.22,0.29,0.67,8.8,0,0.16,2,2,1246,1444,86.3,30294,8272,233,269,86.6,706,756,93.4,301,401,75.1,0,1,58,3,0,70,1386,58,1,129,38,3,0,0,0,0,1084,115,245,179,1135,92,5,1,3,31,26,12,11,0.39,7,0,0,1,0,1,0.04,0,0,0,1,0,0,20,11,14,5,1,9,52.9,8,46,30.7,94,46,10,0,16,90,169,1,1754,285,20,75,4,0,1025,1,7,2,1097,1076,98.1,3,0,18,0,1,0,293,80,52,60.6
Matthijs de Ligt,nl NED,DF,Juventus,Serie A,22,1999,28,27,2421,26.9,3,0,3,0,0,3,1,0.11,0,0.11,0.11,0.11,1.5,1.5,0.3,1.8,0.06,0.01,0.07,0.06,0.07,Matches,18,9,50,0.67,0.33,0.17,0.33,11.4,0,0.09,1.5,1.5,1380,1529,90.3,30649,8697,351,378,92.9,762,804,94.8,258,332,77.7,-0.3,6,68,4,1,50,1483,46,0,126,36,5,0,0,0,0,1243,94,192,320,1086,50,6,9,3,16,15,7,17,0.63,11,0,0,1,3,0,0,0,0,0,0,0,0,35,21,20,14,1,11,68.8,5,90,40.4,114,97,12,0,20,75,121,0,1775,281,34,40,3,0,1166,0,2,1,1255,1242,99,2,1,28,0,0,0,224,98,47,67.6
Isaac Lihadji,fr FRA,MF,Lille,Ligue 1,20,2002,10,2,222,2.5,1,2,1,0,0,1,0,0.41,0.81,1.22,0.41,1.22,0.9,0.9,1.1,2.1,0.38,0.45,0.84,0.38,0.84,Matches,3,2,66.7,1.22,0.81,0.33,0.5,17.2,0,0.32,0.1,0.1,64,89,71.9,1036,375,35,41,85.4,19,25,76,7,13,53.8,0.9,12,6,7,2,12,84,5,1,22,2,8,2,2,0,0,68,9,12,69,13,2,3,1,1,1,6,6,18,7.3,12,1,2,2,0,3,1.22,2,0,0,0,1,0,3,2,1,1,1,1,25,3,14,31.1,12,18,15,0,0,7,1,0,125,1,8,42.1,10,1,104,4,4,7,117,87,74.4,18,0,4,1,0,0,24,1,4,20
Anderson Lima,br BRA,MF,Lazio,Serie A,22,1999,4,0,65,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0,0.07,0.07,0.07,Matches,1,0,0,1.38,0,0,,6.3,0,0.05,-0.1,-0.1,25,32,78.1,386,59,13,15,86.7,12,14,85.7,0,2,0,0,0,0,1,0,2,32,0,0,2,0,1,0,0,0,0,27,3,2,6,26,0,0,0,1,2,1,1,1,1.38,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,2,0,3,100,0,4,22.2,7,8,3,0,1,6,0,0,48,0,1,0,0,0,34,0,2,0,38,37,97.4,5,0,2,0,0,0,3,0,0,
Andreas Linde,se SWE,GK,Greuther Fürth,Bundesliga,28,1993,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,0,0,,0,0,,,,0,,0,0,241,379,63.6,7148,4473,41,42,97.6,112,115,97.4,86,220,39.1,0,0,6,0,0,0,278,101,0,32,6,0,0,0,0,0,174,12,193,35,274,0,0,48,6,12,7,0,2,0.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,402,349,0,100,1,0,209,0,0,0,185,184,99.5,0,0,0,0,0,0,55,0,0,
Victor Lindelöf,se SWE,DF,Manchester Utd,Premier League,27,1994,23,21,1905,21.2,0,2,0,0,0,2,0,0,0.09,0.09,0,0.09,0.2,0.2,0.5,0.7,0.01,0.02,0.03,0.01,0.03,Matches,3,1,33.3,0.14,0.05,0,0,7.9,0,0.07,-0.2,-0.2,952,1067,89.2,20393,6053,279,300,93,510,542,94.1,155,206,75.2,1.5,3,63,6,0,49,1043,24,4,135,32,0,0,0,0,0,838,98,131,135,841,54,4,6,3,8,14,12,10,0.47,10,0,0,0,0,3,0.14,3,0,0,0,0,0,16,8,8,8,0,8,53.3,7,48,40.7,59,52,7,0,20,58,104,0,1269,209,13,0,0,0,737,1,4,3,814,804,98.8,2,0,18,0,0,0,222,59,24,71.1
Jesper Lindstrøm,dk DEN,MF,Eint Frankfurt,Bundesliga,22,2000,28,25,1898,21.1,5,4,5,0,0,0,0,0.24,0.19,0.43,0.24,0.43,6.6,6.6,5.4,11.9,0.31,0.25,0.57,0.31,0.57,Matches,53,17,32.1,2.51,0.81,0.09,0.29,17.2,3,0.12,-1.6,-1.6,414,591,70.1,6632,1733,219,274,79.9,137,196,69.9,38,75,50.7,-1.4,43,23,18,5,39,545,46,3,101,20,46,23,6,8,2,417,87,87,81,465,24,8,8,0,12,37,34,72,3.41,47,8,8,3,2,4,0.19,2,1,0,1,0,0,28,20,8,13,7,8,25.8,23,138,28.3,70,214,203,0,35,68,7,0,926,11,101,44.3,37,6,620,29,79,47,900,607,67.4,153,0,25,0,0,0,125,9,50,15.3
Karol Linetty,pl POL,MF,Torino,Serie A,27,1995,15,11,870,9.7,0,0,0,0,0,2,0,0,0,0,0,0,0.9,0.9,1.2,2.2,0.1,0.13,0.22,0.1,0.22,Matches,13,2,15.4,1.34,0.21,0,0,18.4,0,0.07,-0.9,-0.9,216,273,79.1,3227,772,117,142,82.4,83,99,83.8,10,20,50,-1.2,14,15,5,0,18,261,12,0,59,2,3,8,0,3,1,186,44,43,89,157,18,1,2,1,2,11,9,34,3.52,27,2,1,0,1,2,0.21,2,0,0,0,0,0,12,8,3,4,5,4,28.6,10,54,29.3,41,88,55,0,8,20,3,0,367,5,30,36.4,5,1,236,4,26,10,346,244,70.5,36,0,35,0,0,0,71,7,25,21.9
Jesse Lingard,eng ENG,FW,Manchester Utd,Premier League,29,1992,15,2,353,3.9,2,0,2,0,0,1,0,0.51,0,0.51,0.51,0.51,0.7,0.7,0.4,1.1,0.17,0.1,0.27,0.17,0.27,Matches,8,6,75,2.04,1.53,0.25,0.33,17.7,0,0.08,1.3,1.3,128,149,85.9,1803,481,73,77,94.8,37,45,82.2,8,13,61.5,-0.4,8,14,3,0,9,146,3,0,13,1,8,0,0,0,0,124,15,10,15,130,2,1,1,0,1,3,1,15,3.82,12,0,0,1,0,1,0.25,0,0,0,1,0,0,11,6,3,6,2,2,66.7,1,27,25.5,20,42,44,0,3,15,1,0,195,2,12,22.2,4,1,134,1,8,5,203,147,72.4,18,0,6,0,0,0,25,0,1,0
Pol Lirola,es ESP,DF,Marseille,Ligue 1,24,1997,28,17,1537,17.1,1,2,1,0,0,1,0,0.06,0.12,0.18,0.06,0.18,1.3,1.3,2.7,4,0.08,0.16,0.24,0.08,0.24,Matches,12,2,16.7,0.7,0.12,0.08,0.5,20.7,0,0.11,-0.3,-0.3,770,957,80.5,12774,3434,397,450,88.2,293,349,84,68,112,60.7,-0.7,22,49,28,15,53,827,130,2,142,21,58,2,1,0,0,635,200,122,27,787,19,112,2,4,9,37,37,43,2.52,39,2,1,0,0,2,0.12,2,0,0,0,0,0,21,15,8,10,3,10,31.3,22,69,35.8,57,80,56,0,22,46,16,0,1126,26,55,47.1,27,4,787,14,24,21,907,788,86.9,101,0,12,0,0,0,103,13,7,65
Valentino Livramento,eng ENG,DF,Southampton,Premier League,19,2002,26,24,2158,24,1,1,1,0,0,2,0,0.04,0.04,0.08,0.04,0.08,1.1,1.1,2.3,3.4,0.05,0.09,0.14,0.05,0.14,Matches,11,3,27.3,0.46,0.13,0.09,0.33,14.7,0,0.1,-0.1,-0.1,864,1131,76.4,14140,5330,477,537,88.8,310,416,74.5,68,137,49.6,-1.3,19,38,23,10,77,920,211,2,143,15,55,0,0,0,0,672,215,244,92,775,52,195,2,0,32,46,40,38,1.58,35,0,1,2,0,2,0.08,1,0,0,0,1,0,53,29,31,17,5,25,56.8,19,109,33,162,125,43,0,34,123,49,0,1436,82,48,54.4,37,1,840,13,31,28,852,757,88.8,53,0,17,1,0,0,216,27,34,44.3
Dejan Ljubicic,at AUT,MF,Köln,Bundesliga,24,1997,26,19,1688,18.8,3,1,3,0,0,4,0,0.16,0.05,0.21,0.16,0.21,1.7,1.7,3.1,4.7,0.09,0.16,0.25,0.09,0.25,Matches,22,6,27.3,1.17,0.32,0.14,0.5,20.7,0,0.08,1.3,1.3,449,632,71,7978,2359,204,253,80.6,173,239,72.4,56,87,64.4,-2.1,32,31,26,11,57,621,11,0,121,14,45,0,0,0,0,424,94,114,59,537,19,2,7,2,9,34,41,60,3.2,50,0,3,2,1,3,0.16,2,0,0,1,0,0,21,17,7,8,6,12,36.4,21,143,32.6,83,210,145,0,20,41,15,0,827,17,55,54.7,29,3,604,10,33,27,753,566,75.2,98,0,29,0,0,0,152,10,28,26.3
Javier Llabrés,,FW,Mallorca,La Liga,na,,4,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.05,0.15,0.1,0.15,Matches,5,2,40,3.57,1.43,0,0,24.5,0,0.03,-0.1,-0.1,41,59,69.5,711,100,22,27,81.5,15,22,68.2,4,9,44.4,-0.1,2,2,0,0,0,57,2,0,13,3,5,1,0,0,0,33,15,11,9,45,2,1,1,1,3,1,0,4,2.86,2,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,1,50,1,5,41.7,2,6,4,0,1,3,0,0,78,0,4,60,4,0,55,2,2,3,75,63,84,12,0,0,0,0,0,6,1,2,33.3
Diego Llorente,es ESP,DF,Leeds United,Premier League,28,1993,23,23,1890,21,2,0,2,0,0,6,0,0.1,0,0.1,0.1,0.1,1,1,0.1,1.1,0.05,0,0.05,0.05,0.05,Matches,8,2,25,0.38,0.1,0.25,1,8,0,0.13,1,1,925,1121,82.5,20641,5789,205,235,87.2,547,604,90.6,162,252,64.3,-0.1,2,61,4,0,60,1087,34,2,149,33,2,0,0,0,0,807,119,195,254,777,56,6,6,2,27,33,20,6,0.29,6,0,0,0,0,0,0,0,0,0,0,0,0,45,31,30,13,2,22,51.2,21,116,40.1,164,113,12,0,38,100,84,1,1373,210,12,80,8,1,838,0,6,11,872,845,96.9,2,0,27,0,0,0,225,54,50,51.9
Marcos Llorente,es ESP,DF,Atlético Madrid,La Liga,27,1995,24,24,2011,22.3,0,2,0,0,0,4,0,0,0.09,0.09,0,0.09,0.7,0.7,2.4,3.1,0.03,0.11,0.14,0.03,0.14,Matches,14,2,14.3,0.63,0.09,0,0,20.5,0,0.05,-0.7,-0.7,877,1090,80.5,13985,4164,487,543,89.7,281,360,78.1,79,122,64.8,-0.4,21,42,21,10,56,962,128,0,156,19,65,0,0,0,0,725,196,169,55,858,30,126,6,6,16,32,42,33,1.48,29,2,1,1,0,3,0.13,3,0,0,0,0,0,45,28,23,18,4,18,46.2,21,110,34.6,129,117,72,0,28,82,44,0,1325,52,54,66.7,18,1,900,14,21,28,988,830,84,116,0,23,0,1,0,182,24,26,48
Hugo Lloris,fr FRA,GK,Tottenham,Premier League,35,1986,32,32,2880,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0.02,0.02,0,0.02,Matches,0,0,,0,0,,,,0,,0,0,632,795,79.5,17256,10064,170,172,98.8,242,243,99.6,210,370,56.8,-0.5,3,14,0,0,0,520,275,1,49,13,0,0,0,0,0,459,32,304,492,122,1,0,124,2,11,8,1,6,0.19,6,0,0,0,0,2,0.06,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25,3,1,0,0,0,0,0,3,885,816,0,,0,0,330,0,0,0,311,309,99.4,0,0,0,0,0,0,131,0,1,0
Giovani Lo Celso,ar ARG,MF,Tottenham,Premier League,26,1996,9,2,238,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.7,0.6,1.4,0.28,0.24,0.52,0.28,0.52,Matches,9,0,0,3.4,0,0,,18.5,1,0.08,-0.7,-0.7,117,148,79.1,1855,340,63,69,91.3,28,36,77.8,16,22,72.7,-0.6,5,14,1,0,6,135,13,1,25,5,1,10,2,4,1,113,19,16,124,21,1,0,2,0,0,10,8,10,3.78,5,2,0,2,0,0,0,0,0,0,0,0,0,8,3,4,3,1,3,25,9,14,20.3,26,29,14,0,6,11,0,0,196,1,10,75,8,0,142,1,8,10,173,145,83.8,23,0,5,0,0,0,19,0,3,0
Giovani Lo Celso,ar ARG,MF,Villarreal,La Liga,26,1996,11,7,634,7,0,0,0,0,0,1,0,0,0,0,0,0,0.8,0.8,1,1.8,0.11,0.15,0.26,0.11,0.26,Matches,13,4,30.8,1.85,0.57,0,0,19.5,1,0.06,-0.8,-0.8,301,370,81.4,5338,1172,139,165,84.2,107,124,86.3,42,52,80.8,-1,9,29,13,1,33,359,11,1,73,5,5,4,2,0,0,282,49,39,317,40,6,1,3,4,5,21,11,18,2.56,14,0,2,0,0,0,0,0,0,0,0,0,0,15,11,5,6,4,4,40,6,39,26.5,33,63,51,0,2,21,3,0,465,6,36,48.4,16,4,364,4,14,11,424,368,86.8,59,0,12,0,0,0,52,3,4,42.9
Julen Lobete,es ESP,FW,Real Sociedad,La Liga,21,2000,13,2,284,3.2,2,0,2,0,0,0,0,0.63,0,0.63,0.63,0.63,1.5,1.5,0,1.5,0.48,0,0.49,0.48,0.49,Matches,10,2,20,3.17,0.63,0.2,1,13.9,0,0.15,0.5,0.5,45,59,76.3,534,83,29,36,80.6,9,14,64.3,2,2,100,0,1,1,1,0,2,54,5,0,11,0,0,0,0,0,0,49,6,4,7,47,1,0,0,0,0,3,2,3,0.95,1,0,0,2,0,1,0.32,0,0,0,0,1,0,4,3,2,1,1,0,0,3,30,38.5,16,27,35,0,5,4,0,0,118,2,18,27.3,4,3,75,2,10,8,143,84,58.7,30,0,8,0,0,0,16,4,9,30.8
Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,27,1994,20,18,1564,17.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0.6,0,0.04,0.04,0,0.04,Matches,1,0,0,0.06,0,0,,25.3,0,0.02,0,0,1239,1331,93.1,20831,4707,603,633,95.3,523,553,94.6,90,107,84.1,-0.6,14,108,6,0,75,1310,21,2,188,19,1,2,1,0,0,1169,67,95,121,1170,28,1,3,1,9,21,10,32,1.84,30,0,0,2,0,2,0.12,1,0,0,0,1,0,39,29,14,22,3,11,28.9,27,124,39.5,117,158,39,0,14,66,12,0,1448,41,2,81.8,11,0,1079,1,3,9,1192,1162,97.5,18,0,17,0,0,0,153,13,11,54.2
Jürgen Locadia,nl NED,FW,Brighton,Premier League,28,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.45,0,0.45,0.45,0.45,Matches,1,0,0,3.91,0,0,,20,0,0.11,-0.1,-0.1,2,3,66.7,43,0,0,0,,2,2,100,0,0,,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,,0,3,75,0,2,2,0,0,1,0,0,6,0,2,100,1,0,5,0,0,1,15,4,26.7,0,0,1,0,0,0,1,0,0,
